qid,docid,llm_grade,systems,model
86_3,CAR_9a854688c0dcb38b0d032e7a2e145ec4be56892f,0,gpt-4o-mini,gpt-4o-2024-08-06
86_3,CAR_bb1f14b9500b75b9a477399179b21b447c8d90df,0,human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
86_3,CAR_bbec4b160e6238b13c02f0d644a7cf0009fa8d89,0,raw,gpt-4o-2024-08-06
86_3,CAR_bdd5ee80e93f22504f8e29ed8abe020383861d8b,0,human|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
86_3,CAR_c058c952cc0e9073bfe4b395fc91a8d5ebb668e1,0,raw,gpt-4o-2024-08-06
86_3,CAR_ebb0706a92b5ab45bb910b6aebd0649c394cff99,0,raw,gpt-4o-2024-08-06
86_3,CAR_f1bb9885c5c8cdf46a456708621c9671a026bb91,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_3,CAR_f1d64106dcac62c8aadce123ba3d1884f6dfa4f9,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_3,MARCO_1569630,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_3,MARCO_2891503,1,gpt-4o,gpt-4o-2024-08-06
86_3,MARCO_3221509,0,quretec,gpt-4o-2024-08-06
86_3,MARCO_5324249,0,gpt-4o|quretec,gpt-4o-2024-08-06
86_3,MARCO_5324256,0,gpt-4o|quretec,gpt-4o-2024-08-06
86_3,MARCO_7108361,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_3,MARCO_7578296,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_3,MARCO_8115980,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_3,MARCO_8115984,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_3,MARCO_930897,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_4,CAR_04f81229f29b2a04f78ad4532472feb42320c6cc,0,quretec|raw,gpt-4o-2024-08-06
86_4,CAR_42546b8629a0e12dec61e0a75896c4626a94ce67,1,gpt-4o-mini,gpt-4o-2024-08-06
86_4,CAR_71b74812f8c9cbdf195d4e338d062af753b01c29,0,quretec|raw,gpt-4o-2024-08-06
86_4,CAR_d173caa577ab2e7ed956b2be2ddf9e7f3121c460,0,t5,gpt-4o-2024-08-06
86_4,CAR_d5a0fb40c0b5955cc8e55a84b0d1cc694b35ca3b,0,quretec|raw,gpt-4o-2024-08-06
86_4,CAR_daa2763609d4de6877b0dd3d47160068dd327cf1,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
86_4,MARCO_5231079,3,gpt-4o,gpt-4o-2024-08-06
86_5,CAR_1072b593d0006f8bdb8006c864a412f2d4250538,0,raw,gpt-4o-2024-08-06
86_5,CAR_25de5bdafbf1b5e9c259787c707466053beeff67,0,human,gpt-4o-2024-08-06
86_5,CAR_33f74396d2e158a7c42289ab86ad8f9605226850,0,raw,gpt-4o-2024-08-06
86_5,CAR_716aa0108575d65663f7b134f27a7b2866bc83b0,0,raw,gpt-4o-2024-08-06
86_5,CAR_798b1747ac0c80aecc7f1b03aaac4ac4e5d51ed1,0,raw,gpt-4o-2024-08-06
86_5,CAR_cb3e7c57a5fcacdb4965598a81b2b5feda03efc1,0,human,gpt-4o-2024-08-06
86_5,MARCO_130762,0,human,gpt-4o-2024-08-06
86_5,MARCO_3309330,0,raw,gpt-4o-2024-08-06
86_5,MARCO_3532233,1,llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
86_5,MARCO_4763665,0,raw,gpt-4o-2024-08-06
86_5,MARCO_4787047,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_5,MARCO_4817268,0,raw,gpt-4o-2024-08-06
86_5,MARCO_59598,0,raw,gpt-4o-2024-08-06
86_5,MARCO_59599,0,raw,gpt-4o-2024-08-06
86_5,MARCO_6864074,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_5,MARCO_8219990,0,gpt-4o-mini,gpt-4o-2024-08-06
86_6,CAR_16555a17bd068e31e8c3a9974f863a5696292a2d,0,raw,gpt-4o-2024-08-06
86_6,CAR_20544f765f366cbf1a0cc2d4de5d2a726119d836,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
86_6,CAR_249075921b40cd7600a955dd512073e070b5a431,0,raw,gpt-4o-2024-08-06
86_6,CAR_750233aff42ade0e32b5da6dae6bf7b502653254,0,gpt-4o-mini,gpt-4o-2024-08-06
86_6,CAR_798b1747ac0c80aecc7f1b03aaac4ac4e5d51ed1,0,raw,gpt-4o-2024-08-06
86_6,CAR_b23682ecab5a0653d46c0865024c222a5a457666,0,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
86_6,CAR_e262e7ea95680b20b46c385da6e1e3b057208b3a,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_6,CAR_eb83bfd2cd19ced07d587181b2783301042ff939,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
86_7,CAR_14beaa1e3e5539ee4491f2fd4db004098a7c9e76,0,gpt-4o-mini,gpt-4o-2024-08-06
86_7,CAR_3cc00d457ec9a876c834575950ac8cde0083a81d,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
86_7,CAR_3d242c495264767083ba3d19150a36fec8392779,0,gpt-4o-mini,gpt-4o-2024-08-06
86_7,CAR_411b72b2f4b3bed882c9e5f053401721aa19beed,1,gpt-4o,gpt-4o-2024-08-06
86_7,CAR_4ebff4016fd9604dbda1fe15a77fa6729b212c34,0,gpt-4o-mini,gpt-4o-2024-08-06
86_7,CAR_528e644f0222459a19af31aed28a0660b01d8d08,0,gpt-4o-mini,gpt-4o-2024-08-06
86_7,CAR_69c09b9a84ae671c5cda1798f11c08cafaae4333,1,gpt-4o-mini,gpt-4o-2024-08-06
86_7,CAR_92b935297a9eb61420e8bd1f71a5dfd75135e529,0,raw,gpt-4o-2024-08-06
86_7,MARCO_140560,0,quretec,gpt-4o-2024-08-06
86_7,MARCO_1467726,0,raw,gpt-4o-2024-08-06
86_7,MARCO_2299108,0,raw,gpt-4o-2024-08-06
86_7,MARCO_3199401,1,raw,gpt-4o-2024-08-06
86_7,MARCO_3518463,0,raw,gpt-4o-2024-08-06
86_7,MARCO_4059724,3,llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
86_7,MARCO_5347793,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
86_7,MARCO_6853329,0,raw,gpt-4o-2024-08-06
86_7,MARCO_7542929,1,quretec,gpt-4o-2024-08-06
86_7,MARCO_8760259,0,raw,gpt-4o-2024-08-06
86_7,MARCO_8787078,0,quretec,gpt-4o-2024-08-06
87_1,CAR_187c8ac766a2726e6dc639a82d810c1dc62199e6,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
87_1,MARCO_2752360,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
87_1,MARCO_844474,0,gpt-4o,gpt-4o-2024-08-06
87_2,CAR_0da9d7337c006c43339dd6f81dc7ca45b391928e,1,gpt-4o-mini,gpt-4o-2024-08-06
87_2,CAR_a892daf00f3f9e8347666b87b82dc39c9003d579,0,gpt-4o-mini,gpt-4o-2024-08-06
87_2,CAR_eaf548f8dd8ae9ea08b07cb862eb5839105a9dd9,0,t5,gpt-4o-2024-08-06
87_2,MARCO_1549110,0,raw,gpt-4o-2024-08-06
87_2,MARCO_1681650,0,raw,gpt-4o-2024-08-06
87_2,MARCO_210382,0,raw,gpt-4o-2024-08-06
87_2,MARCO_2866935,1,gpt-4o-mini,gpt-4o-2024-08-06
87_2,MARCO_3306018,0,human,gpt-4o-2024-08-06
87_2,MARCO_3859875,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
87_2,MARCO_4959245,1,gpt-4o-mini,gpt-4o-2024-08-06
87_2,MARCO_5082581,2,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
87_2,MARCO_5146157,0,raw,gpt-4o-2024-08-06
87_2,MARCO_5786332,0,gpt-4o|human|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
87_2,MARCO_587757,0,raw,gpt-4o-2024-08-06
87_2,MARCO_6633377,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
87_2,MARCO_7200800,0,raw,gpt-4o-2024-08-06
87_2,MARCO_7368881,0,raw,gpt-4o-2024-08-06
87_2,MARCO_7666221,0,raw,gpt-4o-2024-08-06
87_2,MARCO_8340086,0,raw,gpt-4o-2024-08-06
87_2,MARCO_8434383,0,raw,gpt-4o-2024-08-06
87_3,MARCO_2983862,0,raw,gpt-4o-2024-08-06
87_3,MARCO_3985158,0,raw,gpt-4o-2024-08-06
87_4,CAR_0da9d7337c006c43339dd6f81dc7ca45b391928e,0,gpt-4o,gpt-4o-2024-08-06
87_4,CAR_0e819e1846b79adcb2056e35004d1dab0d166237,1,gpt-4o,gpt-4o-2024-08-06
87_4,CAR_286aaf9c71e1f7c6f502c01748f837206a61c21d,0,gpt-4o,gpt-4o-2024-08-06
87_4,CAR_42f61b1cbceed049e39025efb2b3b3c9b7b9b892,0,gpt-4o,gpt-4o-2024-08-06
87_4,MARCO_2482767,0,raw,gpt-4o-2024-08-06
87_4,MARCO_3287014,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
87_4,MARCO_3305252,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
87_4,MARCO_4984101,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
87_4,MARCO_524709,0,raw,gpt-4o-2024-08-06
87_4,MARCO_5263619,0,raw,gpt-4o-2024-08-06
87_4,MARCO_5263620,0,raw,gpt-4o-2024-08-06
87_4,MARCO_6121810,0,raw,gpt-4o-2024-08-06
87_4,MARCO_6121811,0,raw,gpt-4o-2024-08-06
87_4,MARCO_6420365,0,raw,gpt-4o-2024-08-06
87_4,MARCO_7842513,0,raw,gpt-4o-2024-08-06
87_4,MARCO_8701525,0,raw,gpt-4o-2024-08-06
87_5,CAR_2a90d96e033c479a094487d932aac834faed688b,0,raw,gpt-4o-2024-08-06
87_5,CAR_5ac46f4320ae5311f9bba0d62b99a48fc209d323,0,raw,gpt-4o-2024-08-06
87_5,CAR_5acebf2bf6b645047397d06d86b31074d5924fe2,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_5,CAR_707677e8f35c85dabfe83a21667f35c415f0cfd5,0,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
87_5,CAR_766e51c3bb8dd76ba13ddd2ec6a14e72801201cf,0,raw,gpt-4o-2024-08-06
87_5,CAR_8ddb89e8656510c25adadd81aa127bc34060934e,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_5,CAR_bd051e55bc2e824d3aed6f5d86d36907c969fc87,1,gpt-4o,gpt-4o-2024-08-06
87_5,CAR_f0903f5301174d676a4b915434fa88562f0531d3,0,raw,gpt-4o-2024-08-06
87_5,CAR_f210bf8de407744a9d3488be842d7aae14c3bc1c,0,raw,gpt-4o-2024-08-06
87_5,CAR_fe24f11a263c93cd7352c0daadaeb7f0b78cf216,0,raw,gpt-4o-2024-08-06
87_5,MARCO_1384218,0,gpt-4o-mini,gpt-4o-2024-08-06
87_5,MARCO_2830910,0,gpt-4o-mini,gpt-4o-2024-08-06
87_5,MARCO_5082582,0,gpt-4o-mini,gpt-4o-2024-08-06
87_6,CAR_1562cb6c446a82d526e92173dcb3656da290d999,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_1d1a1b99dd9757ef9ab2dc758fae9eb4749a3096,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_21a3b36141a8dc34e4252d4909fe4075603c756a,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_2659eabc10b4e9ec8baad813bd3596f252fa40dc,0,gpt-4o-mini,gpt-4o-2024-08-06
87_6,CAR_4d8dfe41e653c3711747b3820ffd2792189f47e3,0,human,gpt-4o-2024-08-06
87_6,CAR_56f03458829eb0e5ef302e9a51e30a306e54f55c,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_58cc77f81ba5668363d97778211899d2b5b9d914,0,gpt-4o-mini|raw,gpt-4o-2024-08-06
87_6,CAR_59e9816b1fb9e6e69ae9c2ca9cede120edcebdb6,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_5b58fb267ca0acd7d015da6aaa7a66547092dbbd,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_5f551bed2a97de96f5680d63d8bf8479b3cf2bdf,0,quretec,gpt-4o-2024-08-06
87_6,CAR_64ec146b66c569869d9ca469e83f63cfbe30649b,0,gpt-4o-mini|raw,gpt-4o-2024-08-06
87_6,CAR_65f90336112160ec877d9ffc1a2f6c8c113c4657,0,quretec,gpt-4o-2024-08-06
87_6,CAR_77295a8d8eefdc1b0a7ad39b828e00835d9f1ac5,0,human,gpt-4o-2024-08-06
87_6,CAR_7d4609569442ae95ef91c92f989861a36599766c,0,raw,gpt-4o-2024-08-06
87_6,CAR_88d1912879491bb9074c05b97b2c8023b9ec0745,0,gpt-4o,gpt-4o-2024-08-06
87_6,CAR_915a049ee8d4e057c1cfc21ab15cbee81f0c8492,0,quretec,gpt-4o-2024-08-06
87_6,CAR_a52dcfeb380df439e034ba947a153df89b90e02f,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_aa439f1fb0a2b190e31a8e5f08d96d5912d27170,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_6,CAR_acb45074c128d8cf6ce67f98bdf88d1e8b46ceb4,0,quretec,gpt-4o-2024-08-06
87_6,CAR_d197504a44937edbcb9a7221e4f67fd7e90e09cb,0,gpt-4o-mini,gpt-4o-2024-08-06
87_6,CAR_d35f5f5e079665e496cccab559bc6c8d096f04c3,0,gpt-4o,gpt-4o-2024-08-06
87_6,CAR_d447cf319ea2c3e9cab0a0c35a003a70e848e20b,0,gpt-4o-mini|raw,gpt-4o-2024-08-06
87_6,CAR_dab780d917effe9143e66a0f1868fdf75de18f7f,0,gpt-4o-mini,gpt-4o-2024-08-06
87_6,CAR_f659051a5be562cb955f417f56b70617efe64690,0,quretec,gpt-4o-2024-08-06
87_6,MARCO_1935392,0,raw,gpt-4o-2024-08-06
87_6,MARCO_6887197,0,quretec,gpt-4o-2024-08-06
87_6,MARCO_8529698,0,gpt-4o-mini|raw,gpt-4o-2024-08-06
87_7,MARCO_3859880,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
87_8,CAR_af746926ef7d6cf69150893f5c7c2450f11d65c1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_8,CAR_b4ee3f01e91b0d92734b8c011a119c58a327bfa6,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_8,CAR_bbbdde43b97d8744fac2d661bfefbe53ba800e8e,0,raw,gpt-4o-2024-08-06
87_8,CAR_eaf548f8dd8ae9ea08b07cb862eb5839105a9dd9,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_8,MARCO_1617385,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_8,MARCO_1779071,0,quretec,gpt-4o-2024-08-06
87_8,MARCO_2269156,0,raw,gpt-4o-2024-08-06
87_8,MARCO_2721478,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_8,MARCO_4542056,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_8,MARCO_527802,0,raw,gpt-4o-2024-08-06
87_8,MARCO_5320337,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_8,MARCO_5978224,0,raw,gpt-4o-2024-08-06
87_8,MARCO_660785,0,raw,gpt-4o-2024-08-06
87_8,MARCO_6881372,0,t5,gpt-4o-2024-08-06
87_8,MARCO_7016259,0,gpt-4o-mini,gpt-4o-2024-08-06
87_8,MARCO_8499683,0,raw,gpt-4o-2024-08-06
87_9,CAR_58b71bcd5455f425fe5da29078592e54cb4f175b,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_9,CAR_707677e8f35c85dabfe83a21667f35c415f0cfd5,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
87_9,MARCO_6897854,1,gpt-4o|t5,gpt-4o-2024-08-06
87_9,MARCO_8513151,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_1,CAR_4ab3407bc22219b5ac0d2f5858c1d01928982724,0,gpt-4o-mini,gpt-4o-2024-08-06
88_1,CAR_7b7777cdb3748ce47d83a464e7aa5e91d1b02267,1,gpt-4o-mini,gpt-4o-2024-08-06
88_1,CAR_9ee6be6f1e45204b39c3594b4ed06f11dcfbe278,4,gpt-4o,gpt-4o-2024-08-06
88_1,CAR_d01f88f492f46398b3671d2bf35a2048d49c386f,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_1,MARCO_1869720,0,gpt-4o-mini,gpt-4o-2024-08-06
88_1,MARCO_4744069,0,gpt-4o-mini,gpt-4o-2024-08-06
88_10,CAR_105e0c846371717ac37be12c54598f62b969f39f,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_10,CAR_15d747a64277151775c50068033e8491b06d5424,1,human|quretec|raw,gpt-4o-2024-08-06
88_10,CAR_23d5503129a2381f2f879b09401d88e005eb4f96,0,raw,gpt-4o-2024-08-06
88_10,CAR_2b6dc6395fd5516f48739fb895907a36e7a4a7df,0,raw,gpt-4o-2024-08-06
88_10,CAR_513e95fa257c19b7cc6988007133c45df7d9586a,3,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_10,CAR_618619ff9c6b072ea2f468e6da5fad7a0b4cfbd9,0,raw,gpt-4o-2024-08-06
88_10,CAR_912aa214cef4cb35672e5cf5ca5d182073a57271,0,quretec,gpt-4o-2024-08-06
88_10,CAR_93ff54e450a29ffe5a77270f4ee7aa73c0a8556c,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
88_10,CAR_d59a271dbf13bfc28b9887522bc707e3217ebdd9,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
88_10,CAR_ddde2336499866970a02b5da732444772f0c388c,0,raw,gpt-4o-2024-08-06
88_10,MARCO_5671519,0,raw,gpt-4o-2024-08-06
88_2,CAR_442e15c31c745c17afad403275d8c5a514b14d8d,0,raw,gpt-4o-2024-08-06
88_2,CAR_d8c6b0f25bc3144e3db2eed83578a50b1a23cbc5,0,raw,gpt-4o-2024-08-06
88_2,CAR_f6443e48497fbf7ce5ae31f84dcfa77d1992eb10,0,raw,gpt-4o-2024-08-06
88_2,MARCO_1077208,0,raw,gpt-4o-2024-08-06
88_2,MARCO_2232720,0,raw,gpt-4o-2024-08-06
88_2,MARCO_4621092,0,raw,gpt-4o-2024-08-06
88_2,MARCO_5794564,0,raw,gpt-4o-2024-08-06
88_2,MARCO_5969543,0,raw,gpt-4o-2024-08-06
88_2,MARCO_6833057,0,raw,gpt-4o-2024-08-06
88_2,MARCO_93532,0,raw,gpt-4o-2024-08-06
88_3,CAR_18d1d63ab50ac4a1d50e7c718ff620946d0d3e9a,2,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_3,CAR_34378cc35532bc9e05d136fdf8ccf7ddfd5cdf31,2,human,gpt-4o-2024-08-06
88_3,CAR_8d4981d2a433b5fa8ad0556887763d99580c8490,0,raw,gpt-4o-2024-08-06
88_3,CAR_a922f7c8bbb7cab736b503f0ac585d49075e8b22,0,quretec,gpt-4o-2024-08-06
88_3,CAR_f4a05120891d17494f3c80399c4ee193a4c86032,1,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
88_3,MARCO_2158587,0,raw,gpt-4o-2024-08-06
88_3,MARCO_3135667,2,human,gpt-4o-2024-08-06
88_3,MARCO_3717665,0,gpt-4o-mini,gpt-4o-2024-08-06
88_3,MARCO_4541610,0,raw,gpt-4o-2024-08-06
88_3,MARCO_6616694,1,quretec,gpt-4o-2024-08-06
88_3,MARCO_7280899,0,raw,gpt-4o-2024-08-06
88_3,MARCO_7665975,1,quretec,gpt-4o-2024-08-06
88_3,MARCO_8713370,0,raw,gpt-4o-2024-08-06
88_4,CAR_0bf4b0d56f9f899ae2a42d36df9a6cd389d772a9,2,gpt-4o,gpt-4o-2024-08-06
88_4,CAR_3f7b2c677fedf7b63efe3eb24d228bdb9e60667c,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_4,CAR_52457e28ce86eb70cdfd616ed2c76b8c22fd353a,2,human,gpt-4o-2024-08-06
88_4,CAR_7295ffac10e433889280f382998a7071f8d4e632,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_4,CAR_78bb3f0d99919e3b8104f53a28bad08acca84bee,1,gpt-4o-mini,gpt-4o-2024-08-06
88_4,CAR_ae4192fec4dd9a66be1d495d46cf26e11aaa327c,1,quretec,gpt-4o-2024-08-06
88_4,CAR_c4c905d19a45047a06691c929a74f190d5931e3a,1,gpt-4o-mini,gpt-4o-2024-08-06
88_4,CAR_ca5694cd246afb336a60de00b79043e0c50d94c3,1,human,gpt-4o-2024-08-06
88_4,CAR_d0f16f9930c53030bfb8aa4350476193342b802f,0,t5,gpt-4o-2024-08-06
88_4,CAR_f4a05120891d17494f3c80399c4ee193a4c86032,2,gpt-4o,gpt-4o-2024-08-06
88_4,MARCO_5291661,0,raw,gpt-4o-2024-08-06
88_4,MARCO_8659489,0,raw,gpt-4o-2024-08-06
88_5,CAR_0e0af48e8b616fce9304e07bec2a286c573d5a4e,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_5,CAR_2287fbd5dd183dc173970112d797577fd15b6031,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_5,CAR_308c49806cc66bb479fb6d6ea935d1d008bdaee6,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_5,CAR_cbaca2c9cb05fdccc39a9d3c163273773c3cff7c,0,raw,gpt-4o-2024-08-06
88_5,CAR_f6c30004ef1e022ea6d9bf6219049b9af5cb85f1,0,raw,gpt-4o-2024-08-06
88_5,MARCO_2810727,0,raw,gpt-4o-2024-08-06
88_5,MARCO_2810729,0,raw,gpt-4o-2024-08-06
88_5,MARCO_3835185,1,gpt-4o,gpt-4o-2024-08-06
88_5,MARCO_5079635,0,raw,gpt-4o-2024-08-06
88_5,MARCO_5339763,0,raw,gpt-4o-2024-08-06
88_5,MARCO_5387233,0,raw,gpt-4o-2024-08-06
88_5,MARCO_606351,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_5,MARCO_6858467,0,raw,gpt-4o-2024-08-06
88_5,MARCO_867837,0,raw,gpt-4o-2024-08-06
88_6,CAR_186ba787a9b04371d56223760472c31ab013b00f,0,raw,gpt-4o-2024-08-06
88_6,CAR_34c9f658fcb7c2cc9384cc3caa4cc02e8482afda,0,gpt-4o-mini|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
88_6,CAR_8aa55b73417bc798e5ebea0676c0832fad373a62,1,raw,gpt-4o-2024-08-06
88_6,CAR_a38f7b7c2df91380f4dd66ab27c825bd8cf408f5,0,gpt-4o-mini|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
88_6,CAR_c615875c7077181369b0d67346a6903d673c3bd2,0,raw,gpt-4o-2024-08-06
88_6,CAR_f0ddb61478aaa5644cae28a17ed1bb058117bdcf,0,gpt-4o-mini|llama-3.1-8b-instant|t5,gpt-4o-2024-08-06
88_6,MARCO_3835191,0,gpt-4o|human|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_7,CAR_1ceac7629fd3c442d77ca367a1a74655e87df1b3,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_7,CAR_3e60dee356c896f053fdb1462276acb7d8ade1a3,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_7,CAR_740f45bb371a3b4a0d9f394df11b26be36fdbe1e,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_7,CAR_766d4e660cb72b12b1199ab5a69e39e796580050,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_7,CAR_7b7e0332578595e0ca2c82bf597178a41f24926c,0,gpt-4o,gpt-4o-2024-08-06
88_7,CAR_7ea477b1c5a01fa78980b2bbd1c064062cd8800a,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_7,CAR_887c890f4ad0d5480cd4046f8ce5ab83f77974e6,0,gpt-4o-mini,gpt-4o-2024-08-06
88_7,CAR_c2a4947e337d56dcffd869c59e01814884963e73,0,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
88_7,CAR_e428a2eacbceb2dfd7a5bfb1b29b67e8edcad0c8,0,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
88_7,CAR_efb2ebd3aeb5750ab26706c289aa75fdbe3252eb,0,gpt-4o-mini|t5,gpt-4o-2024-08-06
88_7,CAR_fcb6ea52325a5869288da698a44941075f77eefc,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_7,MARCO_1336340,0,quretec|raw,gpt-4o-2024-08-06
88_7,MARCO_3874782,0,gpt-4o|t5,gpt-4o-2024-08-06
88_7,MARCO_4044098,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_7,MARCO_5435718,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_7,MARCO_8210794,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_7,MARCO_8746327,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_9,CAR_0398fc4e8395e831e38c4748a9244d5b5581eb99,0,raw,gpt-4o-2024-08-06
88_9,CAR_3755a89673a46cb4059c765fbcf1f4df17a87bf9,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
88_9,CAR_40914ecde09272a40618461e99c62696a886986d,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_9,CAR_711ba0a9c7e363044c3acec8420851d96e8232f0,0,gpt-4o,gpt-4o-2024-08-06
88_9,CAR_858f6692eebd015114775b501899526e090de825,0,raw,gpt-4o-2024-08-06
88_9,CAR_8fb4cb0f0cf6bb31d1964046ac34e7a3d6746279,0,raw,gpt-4o-2024-08-06
88_9,CAR_906f55f20facfd83db9529913498df1058fa1bed,1,t5,gpt-4o-2024-08-06
88_9,CAR_9d787880b9a0637842fee1f3175af1de2ca2466f,0,quretec,gpt-4o-2024-08-06
88_9,CAR_a3504be0e499fb18fe2c1b02a817741c275e67db,0,gpt-4o,gpt-4o-2024-08-06
88_9,CAR_a6fe6ff81f07b70495e86895b774d07d96b390c1,0,gpt-4o,gpt-4o-2024-08-06
88_9,CAR_cfe984fe54d35e3e566818f39e8c644b78c7bcef,1,t5,gpt-4o-2024-08-06
88_9,CAR_dd60b1091f8ae9d8a1bfb6ae004ed87697cd093b,0,gpt-4o-mini,gpt-4o-2024-08-06
88_9,CAR_e9110a6c1e1af74eebebe12266141d05540fb98b,0,gpt-4o,gpt-4o-2024-08-06
88_9,CAR_f5c6a44da73170943b37bb6e5be690891fca40e1,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_9,MARCO_135384,0,raw,gpt-4o-2024-08-06
88_9,MARCO_1523262,0,raw,gpt-4o-2024-08-06
88_9,MARCO_1983890,0,raw,gpt-4o-2024-08-06
88_9,MARCO_2482879,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
88_9,MARCO_4482089,1,t5,gpt-4o-2024-08-06
88_9,MARCO_5351281,0,raw,gpt-4o-2024-08-06
