qid,docid,llm_grade,systems,model
56_2,MARCO_5037865,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_2,MARCO_6183483,0,raw,gpt-4o-2024-08-06
56_2,MARCO_6203623,0,raw,gpt-4o-2024-08-06
56_2,MARCO_6735827,0,raw,gpt-4o-2024-08-06
56_2,MARCO_7699703,0,raw,gpt-4o-2024-08-06
56_2,MARCO_8024070,1,gpt-4o-mini,gpt-4o-2024-08-06
56_2,MARCO_8539494,0,raw,gpt-4o-2024-08-06
56_3,CAR_8d612f7ac07160b4a821e225c06dde44400e2d24,3,gpt-4o-mini,gpt-4o-2024-08-06
56_3,CAR_f1600a871caf8bfcacc255a9a4f9f65f1413cb23,1,human|t5,gpt-4o-2024-08-06
56_3,MARCO_3738470,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_3,MARCO_4049283,2,quretec|raw,gpt-4o-2024-08-06
56_3,MARCO_7167720,3,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_3,MARCO_8325150,2,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_4,CAR_7ccafbb3aa7a1b83394b20858de27e2ae366b569,2,gpt-4o-mini,gpt-4o-2024-08-06
56_4,CAR_ad6466864d02344e0a6346b1e55301ff15d79b4a,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_4,CAR_f6d939c968ca25dcb27b1f2452513183ec2b80b1,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_4,MARCO_1155051,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_4,MARCO_146880,2,raw,gpt-4o-2024-08-06
56_4,MARCO_3276315,3,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_4,MARCO_48106,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_4,MARCO_5879363,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_4,MARCO_7274353,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_5,CAR_1d8e5a42c16566d166e03f2ed0c5bb5f629da28e,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_5,CAR_2f3222ef630fbb00c8bb96cdf19ef5a1ec37ae29,0,raw,gpt-4o-2024-08-06
56_5,CAR_464750c0636f3f8819b201a81ffa0a959a012e80,0,raw,gpt-4o-2024-08-06
56_5,CAR_6eb0840c4eb7999f518d4f1fb22dbe3f77fb2635,2,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_5,CAR_a2b4ff06c0d130c0aeaa6c107e0a11a5253ec89f,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_5,CAR_b3e4983fb3f42773594df67ee0b11a49629a8f70,0,raw,gpt-4o-2024-08-06
56_5,CAR_b42c24139e07204d446d2e7dce9c5ea522963d03,0,raw,gpt-4o-2024-08-06
56_5,CAR_b934eeae564406c3790bca605e3523796d99df64,1,raw,gpt-4o-2024-08-06
56_5,CAR_cc8c4ad4564f37956a05c94c26e0d06e5c8a4c06,1,quretec,gpt-4o-2024-08-06
56_5,CAR_d20bcb0ad3c4533c329b6465b314b24185c70577,0,raw,gpt-4o-2024-08-06
56_5,CAR_ebe88aace5a9713256310afb9b5494046955c940,3,human|t5,gpt-4o-2024-08-06
56_5,CAR_f038e562107d0808d5cb7cede45c6c66ad029555,0,raw,gpt-4o-2024-08-06
56_5,MARCO_2692384,1,human|quretec|t5,gpt-4o-2024-08-06
56_5,MARCO_2865627,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
56_5,MARCO_4369618,2,raw,gpt-4o-2024-08-06
56_5,MARCO_5426069,0,raw,gpt-4o-2024-08-06
56_5,MARCO_7453053,0,raw,gpt-4o-2024-08-06
56_5,MARCO_7848921,1,human|t5,gpt-4o-2024-08-06
56_5,MARCO_8476185,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_6,CAR_74b30fbd17a540494842611f289e9bb5e68359a3,4,gpt-4o,gpt-4o-2024-08-06
56_6,MARCO_1908616,1,raw,gpt-4o-2024-08-06
56_6,MARCO_2489546,0,raw,gpt-4o-2024-08-06
56_6,MARCO_3009850,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_6,MARCO_3009854,1,gpt-4o|llama-3.1-8b-instant,gpt-4o-2024-08-06
56_6,MARCO_3112990,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_6,MARCO_4665284,1,raw,gpt-4o-2024-08-06
56_6,MARCO_6823067,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_6,MARCO_6829283,0,raw,gpt-4o-2024-08-06
56_6,MARCO_8064766,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_7,MARCO_16544,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_7,MARCO_3920266,4,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
56_8,CAR_57a77fed1839b4698a34a86416e21b12a741d80c,2,raw,gpt-4o-2024-08-06
56_8,CAR_5d3c2048a52e3523298cea8e58a767ef1d21bd15,1,raw,gpt-4o-2024-08-06
56_8,CAR_ef29e72f474575d6c25b1d5555c958faf89402e1,1,gpt-4o,gpt-4o-2024-08-06
56_8,MARCO_1005198,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_8,MARCO_1231944,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_8,MARCO_1231952,4,llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_8,MARCO_1692171,1,raw,gpt-4o-2024-08-06
56_8,MARCO_2753703,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
56_8,MARCO_4985338,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
56_8,MARCO_698248,0,raw,gpt-4o-2024-08-06
56_8,MARCO_7242763,1,t5,gpt-4o-2024-08-06
57_1,CAR_124f00fedd490430a19f127984e1b944cab2ab9a,4,gpt-4o-mini,gpt-4o-2024-08-06
57_1,MARCO_1722097,1,gpt-4o-mini,gpt-4o-2024-08-06
57_1,MARCO_2150208,3,gpt-4o|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_1,MARCO_2288592,2,gpt-4o,gpt-4o-2024-08-06
57_1,MARCO_2610658,1,human|quretec|raw|t5,gpt-4o-2024-08-06
57_1,MARCO_2663998,2,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_1,MARCO_2820019,1,gpt-4o,gpt-4o-2024-08-06
57_1,MARCO_4134137,4,gpt-4o-mini,gpt-4o-2024-08-06
57_1,MARCO_4191991,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_1,MARCO_4660650,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_1,MARCO_5019263,0,human|quretec|raw|t5,gpt-4o-2024-08-06
57_1,MARCO_5382730,2,gpt-4o,gpt-4o-2024-08-06
57_1,MARCO_5420757,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_1,MARCO_5550288,1,gpt-4o,gpt-4o-2024-08-06
57_1,MARCO_5875229,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_1,MARCO_6949038,1,gpt-4o-mini,gpt-4o-2024-08-06
57_1,MARCO_7112435,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_1,MARCO_7821649,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_1,MARCO_7959821,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_1,MARCO_8363120,3,gpt-4o-mini,gpt-4o-2024-08-06
57_1,MARCO_8408720,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_1,MARCO_8774706,1,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
57_10,CAR_15757378da2ac962aa33aa5f32eab29c9f095984,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_10,CAR_50c5f2341890a89591b2736abea28aab2a0b0827,1,gpt-4o-mini,gpt-4o-2024-08-06
57_10,CAR_5d526493796b4a0c959efc0d6f9c7976a2dd5024,4,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_10,MARCO_1020530,1,gpt-4o-mini,gpt-4o-2024-08-06
57_10,MARCO_172239,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_10,MARCO_3320862,3,llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
57_10,MARCO_5663074,3,gpt-4o-mini,gpt-4o-2024-08-06
57_10,MARCO_5842209,3,gpt-4o-mini,gpt-4o-2024-08-06
57_10,MARCO_5927614,3,gpt-4o-mini,gpt-4o-2024-08-06
57_10,MARCO_8058416,3,llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
57_2,MARCO_1248071,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_2,MARCO_1679136,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_2,MARCO_296100,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_2,MARCO_5135754,0,raw,gpt-4o-2024-08-06
57_2,MARCO_537285,0,raw,gpt-4o-2024-08-06
57_2,MARCO_65112,0,raw,gpt-4o-2024-08-06
57_2,MARCO_6647863,0,raw,gpt-4o-2024-08-06
57_2,MARCO_7268289,1,gpt-4o|gpt-4o-mini|human|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
57_2,MARCO_7686116,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_2,MARCO_8026025,0,raw,gpt-4o-2024-08-06
57_2,MARCO_8562426,0,raw,gpt-4o-2024-08-06
57_3,CAR_2729234f0135859ccaf7d057de2c86fe3452fd1a,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_3,CAR_6575b792e3b4dfc235f773b4c30804a6062309eb,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_3,MARCO_1125963,0,gpt-4o|gpt-4o-mini|human|llama-3.3-70b-versatile|quretec|t5,gpt-4o-2024-08-06
57_3,MARCO_1412906,0,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_3,MARCO_1455837,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_3,MARCO_1523986,4,gpt-4o-mini|human|t5,gpt-4o-2024-08-06
57_3,MARCO_1851372,0,raw,gpt-4o-2024-08-06
57_3,MARCO_1870629,0,raw,gpt-4o-2024-08-06
57_3,MARCO_2485807,4,quretec,gpt-4o-2024-08-06
57_3,MARCO_3594361,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_3,MARCO_3792124,0,raw,gpt-4o-2024-08-06
57_3,MARCO_3823631,4,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_3,MARCO_443628,0,raw,gpt-4o-2024-08-06
57_3,MARCO_5912961,0,raw,gpt-4o-2024-08-06
57_3,MARCO_6051267,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_3,MARCO_6158622,0,gpt-4o-mini|human|quretec|t5,gpt-4o-2024-08-06
57_3,MARCO_706411,1,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_3,MARCO_7526676,0,raw,gpt-4o-2024-08-06
57_3,MARCO_7686116,2,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_3,MARCO_7913859,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_3,MARCO_8046314,0,raw,gpt-4o-2024-08-06
57_3,MARCO_8170596,0,raw,gpt-4o-2024-08-06
57_3,MARCO_8587556,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_3,MARCO_8629687,0,raw,gpt-4o-2024-08-06
57_3,MARCO_99423,0,raw,gpt-4o-2024-08-06
57_3,MARCO_995776,1,gpt-4o-mini|human|quretec|t5,gpt-4o-2024-08-06
57_4,MARCO_2357154,1,raw,gpt-4o-2024-08-06
57_4,MARCO_3528686,1,raw,gpt-4o-2024-08-06
57_4,MARCO_4745872,0,raw,gpt-4o-2024-08-06
57_4,MARCO_6036890,4,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
57_4,MARCO_6466565,2,llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_4,MARCO_6790780,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_4,MARCO_798623,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_5,CAR_1c101713ccfecb830477351a137ec6c96face2dd,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_5,CAR_54e1a5412d722e5e2c4cdb8edb1bc7261f0ce6b0,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_5,MARCO_2486914,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_5,MARCO_5600865,2,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_5,MARCO_6565648,0,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_5,MARCO_904764,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_6,MARCO_2047708,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_6,MARCO_4337713,4,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_6,MARCO_483599,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_6,MARCO_483606,4,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_6,MARCO_593457,0,human|quretec|raw|t5,gpt-4o-2024-08-06
57_6,MARCO_7865130,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
57_6,MARCO_8092389,4,llama-3.1-8b-instant|quretec,gpt-4o-2024-08-06
57_6,MARCO_8379062,0,human|quretec|raw|t5,gpt-4o-2024-08-06
57_7,CAR_6f752fe0e89371ca334ab018f49696932bd23639,1,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
57_7,CAR_bafeac9678a9096c7333038baa19e26af6ba9643,0,t5,gpt-4o-2024-08-06
57_7,MARCO_1802140,1,t5,gpt-4o-2024-08-06
57_7,MARCO_260941,3,gpt-4o|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_7,MARCO_5134257,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_7,MARCO_5227160,1,t5,gpt-4o-2024-08-06
57_7,MARCO_6442315,0,t5,gpt-4o-2024-08-06
57_7,MARCO_7865128,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_8,CAR_25045638607451fe3eca5ff6d7b8155f2d3df1b5,3,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_8,MARCO_1284146,1,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec|raw|t5,gpt-4o-2024-08-06
57_8,MARCO_3297255,4,human|llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
57_8,MARCO_4903464,1,human|llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
57_8,MARCO_600734,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_8,MARCO_600740,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_8,MARCO_6949035,4,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_8,MARCO_7774417,2,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_8,MARCO_939030,1,gpt-4o|gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_9,MARCO_1604294,4,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_9,MARCO_3594360,2,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_9,MARCO_3597348,2,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_9,MARCO_3636287,2,human|quretec|raw|t5,gpt-4o-2024-08-06
57_9,MARCO_3759948,4,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
57_9,MARCO_7103417,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_9,MARCO_739865,1,human|quretec|raw|t5,gpt-4o-2024-08-06
57_9,MARCO_7476088,3,human|quretec|raw|t5,gpt-4o-2024-08-06
57_9,MARCO_7554198,3,gpt-4o|gpt-4o-mini,gpt-4o-2024-08-06
57_9,MARCO_8293089,3,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
57_9,MARCO_8434430,3,gpt-4o|gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_1,CAR_0d7b248d63f5baf606d6fc08d3b61718d9a1ef8a,2,human|llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
58_1,CAR_10652a0af89cb1576ada9a04972acc0d29ef66dc,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_1,CAR_176a38b727322227cb1970a7436b8ab81a5bc54f,1,human|llama-3.1-8b-instant|quretec|raw|t5,gpt-4o-2024-08-06
58_1,CAR_1f453d9b6ccca21b5be0374318f518e7e4371cf4,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_1,CAR_3c920fb4da0dac3eeec057a06725298b5ced5d80,0,gpt-4o,gpt-4o-2024-08-06
58_1,CAR_badb520626847fc0558c15a0430944855d683642,1,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_1,MARCO_5364323,0,gpt-4o,gpt-4o-2024-08-06
58_1,MARCO_7390331,0,gpt-4o,gpt-4o-2024-08-06
58_1,MARCO_7833905,0,gpt-4o,gpt-4o-2024-08-06
58_1,MARCO_7931770,1,gpt-4o,gpt-4o-2024-08-06
58_1,MARCO_8108062,0,gpt-4o,gpt-4o-2024-08-06
58_1,MARCO_8762717,0,gpt-4o,gpt-4o-2024-08-06
58_1,MARCO_8762719,0,gpt-4o,gpt-4o-2024-08-06
58_2,CAR_05de50fd3f59837e3f3cbc6ccc3ec4d2e1c27d5b,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_2,CAR_1d852ffc246e2464b2c68cefb5010fe58182fc0c,0,quretec|t5,gpt-4o-2024-08-06
58_2,CAR_27fee9e96f410dfc54a6235a21cc4104b6686b28,0,raw,gpt-4o-2024-08-06
58_2,CAR_541ba7eb85ec43847c0bc60dfa9c006659e44934,0,raw,gpt-4o-2024-08-06
58_2,CAR_7a14afbdf450a8d950ab8425bb786b4a543effaf,1,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant,gpt-4o-2024-08-06
58_2,CAR_b3d48066425fcf6f5a542f7b38312c5460626661,1,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_2,CAR_cf08174a07a7db1745aec45258967fd011351720,0,raw,gpt-4o-2024-08-06
58_2,MARCO_1678953,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_2,MARCO_325414,0,gpt-4o-mini,gpt-4o-2024-08-06
58_2,MARCO_325415,0,gpt-4o-mini,gpt-4o-2024-08-06
58_2,MARCO_6376751,1,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_2,MARCO_7507612,0,raw,gpt-4o-2024-08-06
58_2,MARCO_8762719,0,t5,gpt-4o-2024-08-06
58_3,CAR_15599d85aa6b8ff9d69303d36fdfb5c149bf4620,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_3,CAR_5ecd7a25fd06cdf0d115187430b4ae10fb335da2,1,raw|t5,gpt-4o-2024-08-06
58_3,CAR_85e27068bb92333052e57afac2b67d7c549f141a,0,gpt-4o,gpt-4o-2024-08-06
58_3,CAR_b588e4bf4bed0c8eb169505e6fa61af496b92d95,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_3,CAR_bb985ed945d01f69a5c071879907b35c2fcccfe4,1,gpt-4o|gpt-4o-mini|human|llama-3.1-8b-instant|llama-3.3-70b-versatile|quretec,gpt-4o-2024-08-06
58_3,MARCO_3328406,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_3,MARCO_5260281,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_3,MARCO_6843193,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_3,MARCO_7167480,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_3,MARCO_7181456,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_3,MARCO_7605304,1,gpt-4o,gpt-4o-2024-08-06
58_4,CAR_12f04fb50cd93e0f6ea4498c87b4a3465751284a,0,gpt-4o-mini|llama-3.1-8b-instant,gpt-4o-2024-08-06
58_4,CAR_1c817c8c8e419d256be1ba5540382dd7e1c4c3ca,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_4,CAR_35f818afd83499533143a0c821617d6785a1f796,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_4,CAR_3a65cf99b165fef2d5f163e7fcf81d3dcd92ab71,0,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_4,CAR_3c8e5a6f215d0ba465974789c52376bcfe86aba0,1,gpt-4o|human|t5,gpt-4o-2024-08-06
58_4,CAR_85dd7ea8a9e12e63d494c344e2fa1c3270f7ee72,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_4,CAR_a183778e41820722e7e42f3ba0bce9d0387ed8d3,0,raw,gpt-4o-2024-08-06
58_4,MARCO_1315843,0,raw,gpt-4o-2024-08-06
58_4,MARCO_1400260,0,quretec,gpt-4o-2024-08-06
58_4,MARCO_1439062,0,raw,gpt-4o-2024-08-06
58_4,MARCO_1479553,0,raw,gpt-4o-2024-08-06
58_4,MARCO_1551423,0,raw,gpt-4o-2024-08-06
58_4,MARCO_3736334,0,raw,gpt-4o-2024-08-06
58_4,MARCO_8556421,0,quretec,gpt-4o-2024-08-06
58_4,MARCO_8675323,0,raw,gpt-4o-2024-08-06
58_4,MARCO_8762520,0,raw,gpt-4o-2024-08-06
58_4,MARCO_934170,0,quretec,gpt-4o-2024-08-06
58_5,CAR_03a626ed9bafbd30f569b9a8557fb324083bf76d,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_5,CAR_0a0642c24fedfe1df19f70ea84c4c004cabc3dd3,1,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_5,CAR_2498de8341c07746c9a1833c3e84bbb3101464ce,1,raw,gpt-4o-2024-08-06
58_5,CAR_5d6804cbcfbc6b07793c05fd285f20b5f3e26bed,2,quretec,gpt-4o-2024-08-06
58_5,CAR_85dd7ea8a9e12e63d494c344e2fa1c3270f7ee72,0,gpt-4o-mini|llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_5,CAR_92b227a6422a2880727cf7181e83e539acea5e36,0,raw,gpt-4o-2024-08-06
58_5,CAR_b0b81620a429b9e42003a05797207d6f5c688b5d,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_5,CAR_b588e4bf4bed0c8eb169505e6fa61af496b92d95,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_5,CAR_c5a8380711928471639e02f14762a8a21bc90f7d,3,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_5,CAR_e8a3663bf35ccfc5f7491d4f5f32b6cee0a00087,1,gpt-4o|human,gpt-4o-2024-08-06
58_5,MARCO_3793180,0,raw,gpt-4o-2024-08-06
58_5,MARCO_64787,2,quretec,gpt-4o-2024-08-06
58_5,MARCO_7605305,2,quretec,gpt-4o-2024-08-06
58_5,MARCO_8261825,0,raw,gpt-4o-2024-08-06
58_5,MARCO_953453,1,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_6,CAR_32d0e96ec691fe82c952729a8800a40e856d60f0,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_6,CAR_97cb8a1e7a4a429a7484c1d0b8fae096bc5f88dc,0,gpt-4o-mini,gpt-4o-2024-08-06
58_6,CAR_cf04a9016ac19c7c8a79540d9253325f7f5f979b,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_6,CAR_d4648adaecb3d1eb7965c81f89508dd8ce5ac8ab,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_6,CAR_d4fb8a9313cf67c81d6662f4951cbfaf93f972b6,1,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_6,MARCO_1691721,3,gpt-4o-mini|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_6,MARCO_2250111,0,gpt-4o|human|llama-3.3-70b-versatile|t5,gpt-4o-2024-08-06
58_6,MARCO_5979602,1,quretec,gpt-4o-2024-08-06
58_6,MARCO_6900580,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_6,MARCO_7619703,0,raw,gpt-4o-2024-08-06
58_8,CAR_20248f8f56dd11697f4547dbaef8d3e4ed36e3ab,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,CAR_3703fe1f8067bc967c1b5e47d8459c928bc5aea1,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_8,CAR_3836573b26f1efbbe08338847742d0a6ed4869e2,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_8,CAR_4c44d53c0d813eb50101321972855f2230440af4,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,CAR_50d8cb75e9fbe0ff6ba4c6241c7e5da42608e526,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_8,CAR_842029838869a80136d486e1195e6108f068c944,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,CAR_b8cf1fa9e571be0bb021727907bf4f2e094f41ed,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_8,CAR_d97d79db4c4b919b3d27759288018655168f7483,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,CAR_dcb46ed13ccad80d9e68712c02374d3dff958958,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_8,CAR_f3b01742088f3d1e0cae010644e39429ee676b09,0,llama-3.1-8b-instant|llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,CAR_f81ea39e56f8d9198a7db3f54337b0a57ce8824c,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,CAR_fd6aea0261da0df62b65f15b363b97a1865fe68f,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,MARCO_2168703,0,raw,gpt-4o-2024-08-06
58_8,MARCO_4797432,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_8,MARCO_4953742,0,raw,gpt-4o-2024-08-06
58_8,MARCO_5014179,0,raw,gpt-4o-2024-08-06
58_8,MARCO_6422579,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
58_8,MARCO_7445799,0,raw,gpt-4o-2024-08-06
58_8,MARCO_7550122,0,raw,gpt-4o-2024-08-06
58_8,MARCO_8306646,0,llama-3.3-70b-versatile,gpt-4o-2024-08-06
58_8,MARCO_8678863,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
59_1,CAR_97486f9da60c1b23850b78047dade63a6601748c,3,llama-3.3-70b-versatile,gpt-4o-2024-08-06
59_1,CAR_ac517609f6505959f81b11ae35bce3ed9b4c1c73,0,llama-3.1-8b-instant,gpt-4o-2024-08-06
